REGIAO:;S;;;;;;;;;;;;;;;;
UF:;PR;;;;;;;;;;;;;;;;
ESTACAO:;CURITIBA;;;;;;;;;;;;;;;;
CODIGO (WMO):;A807;;;;;;;;;;;;;;;;
LATITUDE:;-25,4486111;;;;;;;;;;;;;;;;
LONGITUDE:;-49,23055554;;;;;;;;;;;;;;;;
ALTITUDE:;922,91;;;;;;;;;;;;;;;;
DATA DE FUNDACAO:;28/01/2003;;;;;;;;;;;;;;;;
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, RAJADA MAXIMA (m/s);;;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, RAJADA MAXIMA (m/s)
28/08/2023;0500 UTC;0;;8,3;8,4;8,2;88;4,7;;;;;;;;;
28/08/2023;0600 UTC;0;;8,2;8,3;8,1;89;5,2;;;;;;;;;
28/08/2023;0700 UTC;0;;8;8,2;8;89;5,3;;;;;;;;;
28/08/2023;0800 UTC;0;;7,9;8;7,9;90;5;;;;;;;;;
28/08/2023;0900 UTC;0;;7,7;7,9;7,6;91;5,1;;;;;;;;;
28/08/2023;1000 UTC;0;13,6;7,7;7,9;7,7;89;4,6;;;;;;;;;
28/08/2023;1100 UTC;0;144,3;8,3;8,3;7,7;87;5,2;;;;;;;;;
28/08/2023;1200 UTC;0;282;8,5;8,6;8,2;87;5,6;;;;;;;;;
28/08/2023;1300 UTC;0;445;8,9;9,2;8,5;86;6,2;;;;;;;;;
28/08/2023;1400 UTC;0;566,9;9,6;9,6;8,8;85;6,2;;;;;;;;;
28/08/2023;1500 UTC;0;721,9;10;10;9,2;85;5,5;;;;;;;;;
28/08/2023;1600 UTC;0;1006,6;11;11,2;10;80;4,9;;;;;;;;;
28/08/2023;1700 UTC;0;857,7;10,2;11;9,8;84;6,6;;;;;;;;;
28/08/2023;1800 UTC;0;646,9;10,4;10,6;10;83;6,5;;;;;;;;;
28/08/2023;1900 UTC;0;555,9;10,2;10,7;10,2;82;5,9;;;;;;;;;
28/08/2023;2000 UTC;0;243,9;9,4;10,3;9,3;88;6,4;;;;;;;;;
28/08/2023;2100 UTC;0;49,6;8,9;9,3;8,7;89;6;;;;;;;;;
28/08/2023;2200 UTC;0;0,4;8,8;9;8,7;90;7,1;;;;;;;;;
28/08/2023;2300 UTC;0;;8,7;8,9;8,6;90;5,1;;;;;;;;;
29/08/2023;0000 UTC;0;;8,6;8,7;8,6;91;4,9;;;;;;;;;
29/08/2023;0100 UTC;0;;8,7;8,7;8,6;91;4,9;;;;;;;;;
29/08/2023;0200 UTC;0;;8,7;8,8;8,6;91;6,2;;;;;;;;;
29/08/2023;0300 UTC;0;;8,8;8,8;8,7;91;6,7;;;;;;;;;
29/08/2023;0400 UTC;0;;9,1;9,2;8,8;93;4,9;;;;;;;;;
29/08/2023;0500 UTC;0;;9,1;9,2;9,1;95;5;;;;;;;;;
29/08/2023;0600 UTC;0;;9,1;9,1;8,9;94;3,7;;;;;;;;;
29/08/2023;0700 UTC;0;;9,2;9,2;9,1;95;4;;;;;;;;;
29/08/2023;0800 UTC;0;;9,4;9,4;9,2;94;4;;;;;;;;;
29/08/2023;0900 UTC;0;;9,5;9,5;9,4;95;2,1;;;;;;;;;
29/08/2023;1000 UTC;0;12,9;9,7;9,7;9,4;96;2,6;;;;;;;;;
29/08/2023;1100 UTC;0;137,7;10,3;10,3;9,7;95;2,5;;;;;;;;;
29/08/2023;1200 UTC;0;466,4;11,5;11,5;10,3;89;3,7;;;;;;;;;
29/08/2023;1300 UTC;0;1000,2;13,4;13,7;11,5;83;4,3;;;;;;;;;
29/08/2023;1400 UTC;0;1441,6;15,3;15,4;13,4;76;5,2;;;;;;;;;
29/08/2023;1500 UTC;0;1511,4;16,5;16,8;14,7;69;5,1;;;;;;;;;
29/08/2023;1600 UTC;0;1576;18,2;18,2;16,1;67;4,8;;;;;;;;;
29/08/2023;1700 UTC;0;2104,1;16,8;18,8;16,7;71;5,5;;;;;;;;;
29/08/2023;1800 UTC;0;1114,6;16,9;17,5;16,3;70;5,8;;;;;;;;;
29/08/2023;1900 UTC;0;1065,2;16,9;17,6;16,2;71;5,8;;;;;;;;;
29/08/2023;2000 UTC;0;1064,7;16,2;16,9;15,8;74;6,2;;;;;;;;;
29/08/2023;2100 UTC;0;174,4;13,5;16,2;13,5;87;5,9;;;;;;;;;
29/08/2023;2200 UTC;0;0,3;12,8;13,5;12,6;90;5,6;;;;;;;;;
29/08/2023;2300 UTC;0;;12,3;12,8;12,3;92;4;;;;;;;;;
30/08/2023;0000 UTC;0;;12,6;12,6;12,3;90;3,3;;;;;;;;;
30/08/2023;0100 UTC;0;;12,2;12,6;12,2;90;2,4;;;;;;;;;
30/08/2023;0200 UTC;0;;12,3;12,3;12,2;90;2,1;;;;;;;;;
30/08/2023;0300 UTC;0;;12;12,3;11,9;93;2,7;;;;;;;;;
30/08/2023;0400 UTC;0;;11,7;12,1;11,7;95;2,3;;;;;;;;;
30/08/2023;0500 UTC;0;;11,6;11,7;11,5;96;2,3;;;;;;;;;
30/08/2023;0600 UTC;0;;11,7;11,7;11,3;94;2,5;;;;;;;;;
30/08/2023;0700 UTC;0;;11,8;11,9;11,7;93;1,6;;;;;;;;;
30/08/2023;0800 UTC;0;;11,5;11,8;11,5;93;2,3;;;;;;;;;
30/08/2023;0900 UTC;0;;11,2;11,5;11,2;93;3,4;;;;;;;;;
30/08/2023;1000 UTC;0;12;11,4;11,4;11,2;94;3,4;;;;;;;;;
30/08/2023;1100 UTC;0;166,6;11,5;11,6;11;92;3,6;;;;;;;;;
30/08/2023;1200 UTC;0;553,8;12,1;12,1;11,3;89;4;;;;;;;;;
30/08/2023;1300 UTC;0;1768,8;14,8;14,8;12,1;80;3,7;;;;;;;;;
30/08/2023;1400 UTC;0;2530,8;17,4;17,6;14,6;66;3,6;;;;;;;;;
30/08/2023;1500 UTC;0;2858,7;20;20,1;17,4;53;5,1;;;;;;;;;
30/08/2023;1600 UTC;0;2940,5;21;21,3;19,6;46;5,2;;;;;;;;;
30/08/2023;1700 UTC;0;2739,6;22,1;22,8;21;40;5,8;;;;;;;;;
30/08/2023;1800 UTC;0;2402;22,4;22,6;21,7;38;6,6;;;;;;;;;
30/08/2023;1900 UTC;0;1793,8;22,7;22,8;21,8;38;5,7;;;;;;;;;
30/08/2023;2000 UTC;0;1066,9;22,5;22,7;21,9;37;4,2;;;;;;;;;
30/08/2023;2100 UTC;0;311,8;17,7;22,5;17,7;76;7,1;;;;;;;;;
30/08/2023;2200 UTC;0;0,2;16;17,7;16;84;5,3;;;;;;;;;
30/08/2023;2300 UTC;0;;14,8;16;14,8;89;3,6;;;;;;;;;
31/08/2023;0000 UTC;0;;13,9;14,8;13,9;92;4,7;;;;;;;;;
31/08/2023;0100 UTC;0;;13,7;14;13,6;94;3,7;;;;;;;;;
31/08/2023;0200 UTC;0;;13,4;13,9;13,4;93;3,3;;;;;;;;;
31/08/2023;0300 UTC;0;;12,6;13,4;12,6;96;2,8;;;;;;;;;
31/08/2023;0400 UTC;0;;12,3;12,6;12,3;97;2,8;;;;;;;;;
31/08/2023;0500 UTC;0;;11,8;12,4;11,8;98;2,6;;;;;;;;;
31/08/2023;0600 UTC;0;;11,6;12;11,4;98;2,2;;;;;;;;;
31/08/2023;0700 UTC;0;;11,5;11,8;11,5;99;2;;;;;;;;;
31/08/2023;0800 UTC;0;;10,8;11,5;10,8;99;1,4;;;;;;;;;
31/08/2023;0900 UTC;0;;10,7;10,8;10,5;99;1,5;;;;;;;;;
31/08/2023;1000 UTC;0,2;18,8;10,3;10,7;10,2;100;1,5;;;;;;;;;
31/08/2023;1100 UTC;0;288,6;10,6;10,8;10,1;100;1,8;;;;;;;;;
31/08/2023;1200 UTC;0;1055,1;13,1;13,1;10,6;100;2;;;;;;;;;
31/08/2023;1300 UTC;0;1968,1;18,7;18,8;13,1;60;2;;;;;;;;;
31/08/2023;1400 UTC;0;2532,7;20,6;21,5;18,6;46;3;;;;;;;;;
31/08/2023;1500 UTC;0;2829,1;22,7;22,7;20,6;44;4;;;;;;;;;
31/08/2023;1600 UTC;0;2901;23,1;23,5;22,4;42;6,7;;;;;;;;;
31/08/2023;1700 UTC;0;2770,3;24,2;24,2;23,1;38;8,1;;;;;;;;;
31/08/2023;1800 UTC;0;2352,2;24,2;25,1;23,5;37;6,3;;;;;;;;;
31/08/2023;1900 UTC;0;1763,2;24,2;24,5;23,6;39;5,1;;;;;;;;;
31/08/2023;2000 UTC;0;1040,3;23,5;24,2;23,3;39;5,2;;;;;;;;;
31/08/2023;2100 UTC;0;298,1;21,8;23,5;21,7;44;4,1;;;;;;;;;
31/08/2023;2200 UTC;0;0,2;19,2;21,8;19,2;61;4,5;;;;;;;;;
31/08/2023;2300 UTC;0;;17,7;19,2;17,7;67;3;;;;;;;;;
01/09/2023;0000 UTC;0;;16,3;17,7;16,3;74;2;;;;;;;;;
01/09/2023;0100 UTC;0;;15,8;16,8;15,8;72;3,2;;;;;;;;;
01/09/2023;0200 UTC;0;;14,9;15,8;14,3;80;1,4;;;;;;;;;
01/09/2023;0300 UTC;0;;14,1;15;14;80;1,7;;;;;;;;;
01/09/2023;0400 UTC;0;;13;14,1;13;86;1,4;;;;;;;;;
01/09/2023;0500 UTC;0;;12,1;13;12,1;90;1,2;;;;;;;;;
01/09/2023;0600 UTC;0;;11,6;12,3;11,6;91;1,2;;;;;;;;;
01/09/2023;0700 UTC;0;;11,2;11,8;11,2;91;1,6;;;;;;;;;
01/09/2023;0800 UTC;0;;10,5;11,2;10,4;93;1,7;;;;;;;;;
01/09/2023;0900 UTC;0;;10,8;10,9;10,5;87;1,6;;;;;;;;;
01/09/2023;1000 UTC;0;20,9;10,9;11;10,4;89;1,6;;;;;;;;;
01/09/2023;1100 UTC;0;401,5;13,9;13,9;10,9;73;1,1;;;;;;;;;
01/09/2023;1200 UTC;0;1122,2;16,5;16,5;13,7;64;2,2;;;;;;;;;
01/09/2023;1300 UTC;0;1833,9;18,6;18,7;16,3;50;5,4;;;;;;;;;
01/09/2023;1400 UTC;0;2321,6;19,9;20,1;18,6;41;7,3;;;;;;;;;
01/09/2023;1500 UTC;0;2691,8;21,8;21,8;19,6;36;5,1;;;;;;;;;
01/09/2023;1600 UTC;0;3067,4;23,2;23,6;21,7;29;6;;;;;;;;;
01/09/2023;1700 UTC;0;2883,2;25,1;25,1;23,2;31;6,6;;;;;;;;;
01/09/2023;1800 UTC;0;2323,9;25,2;25,8;24,7;25;5,8;;;;;;;;;
01/09/2023;1900 UTC;0;1808,9;24,6;25,5;24,5;27;5,5;;;;;;;;;
01/09/2023;2000 UTC;0;858;23,6;24,6;23,6;30;5,2;;;;;;;;;
01/09/2023;2100 UTC;0;202,3;19,2;23,6;19,2;66;4,4;;;;;;;;;
01/09/2023;2200 UTC;0;1,7;16,7;19,2;16,7;77;4,6;;;;;;;;;
01/09/2023;2300 UTC;0;;15,4;16,7;15,4;84;4,6;;;;;;;;;
02/09/2023;0000 UTC;0;;14,3;15,5;14,2;92;6,2;;;;;;;;;
02/09/2023;0100 UTC;0;;13,9;14,3;13,8;93;5,9;;;;;;;;;
02/09/2023;0200 UTC;0;;13,7;14;13,7;94;6,4;;;;;;;;;
02/09/2023;0300 UTC;0;;13,5;13,7;13,4;95;7,6;;;;;;;;;
02/09/2023;0400 UTC;0;;13,4;13,6;13,4;95;6,4;;;;;;;;;
02/09/2023;0500 UTC;0;;13,3;13,5;13,3;95;5,3;;;;;;;;;
02/09/2023;0600 UTC;0;;13,2;13,3;13,1;95;4,7;;;;;;;;;
02/09/2023;0700 UTC;0;;13,2;13,3;13,2;96;6,2;;;;;;;;;
02/09/2023;0800 UTC;0;;13,2;13,3;13,2;96;6,1;;;;;;;;;
02/09/2023;0900 UTC;0;;13,1;13,3;13,1;96;2,4;;;;;;;;;
02/09/2023;1000 UTC;0;28,8;13,6;13,6;13,1;95;4,2;;;;;;;;;
02/09/2023;1100 UTC;0;235,7;14,3;14,4;13,6;93;4,7;;;;;;;;;
02/09/2023;1200 UTC;0;330,7;15,7;15,7;14,3;89;5,1;;;;;;;;;
02/09/2023;1300 UTC;0;324,2;15,5;16,7;15,5;88;12,3;;;;;;;;;
02/09/2023;1400 UTC;0,8;163,2;14,3;15,5;14,2;95;11,9;;;;;;;;;
02/09/2023;1500 UTC;4,2;135,1;14,1;14,4;13,9;98;5,2;;;;;;;;;
02/09/2023;1600 UTC;2,8;178,6;14,4;14,4;14,1;98;4,3;;;;;;;;;
02/09/2023;1700 UTC;2,2;169,6;14,9;14,9;14,3;99;3,9;;;;;;;;;
02/09/2023;1800 UTC;2,4;175,6;15,6;15,6;14,9;99;5,3;;;;;;;;;
02/09/2023;1900 UTC;0,2;223,4;17,7;17,7;15,6;94;5,3;;;;;;;;;
02/09/2023;2000 UTC;2,4;85,1;16,8;18;16,8;97;5,3;;;;;;;;;
02/09/2023;2100 UTC;5,2;12,3;16,5;16,8;16,3;99;6,6;;;;;;;;;
02/09/2023;2200 UTC;2,6;0,3;17,1;17,1;16,5;98;5,1;;;;;;;;;
02/09/2023;2300 UTC;0;;16,6;17,1;16,6;98;3,3;;;;;;;;;
03/09/2023;0000 UTC;0;;17,5;17,5;16,6;91;7,7;;;;;;;;;
03/09/2023;0100 UTC;0,2;;17,4;17,7;17,4;92;9,4;;;;;;;;;
03/09/2023;0200 UTC;0;;17,2;17,6;17,1;89;4,6;;;;;;;;;
03/09/2023;0300 UTC;0;;18,4;18,9;16,8;78;6,6;;;;;;;;;
03/09/2023;0400 UTC;0;;17,4;18,4;17,2;84;5,2;;;;;;;;;
03/09/2023;0500 UTC;0;;15,8;17,4;15,8;92;4,3;;;;;;;;;
03/09/2023;0600 UTC;0;;15,4;16;15,4;95;1;;;;;;;;;
03/09/2023;0700 UTC;0;;14,7;15,4;14,7;97;1,6;;;;;;;;;
03/09/2023;0800 UTC;0;;14,4;14,8;14,3;98;1,9;;;;;;;;;
03/09/2023;0900 UTC;0;;14,5;14,7;14,4;98;1,9;;;;;;;;;
03/09/2023;1000 UTC;0;22,2;14,9;14,9;14,4;99;2,5;;;;;;;;;
03/09/2023;1100 UTC;0;241,3;17,2;17,2;14,9;93;2,3;;;;;;;;;
03/09/2023;1200 UTC;0;1233;21,9;21,9;17,2;75;3,3;;;;;;;;;
03/09/2023;1300 UTC;0;1578,6;23,4;23,5;21,9;73;4,4;;;;;;;;;
03/09/2023;1400 UTC;0;2470,4;25,5;25,8;23,4;66;9,4;;;;;;;;;
03/09/2023;1500 UTC;0;2750,7;27,1;27,2;25,5;62;9,3;;;;;;;;;
03/09/2023;1600 UTC;0;2764,4;27,3;27,9;27;61;10,4;;;;;;;;;
03/09/2023;1700 UTC;0;1794,2;28,6;28,8;26,5;59;12,6;;;;;;;;;
03/09/2023;1800 UTC;0;2253;28,7;28,9;28;58;12,1;;;;;;;;;
03/09/2023;1900 UTC;0;1684,8;28,6;29,2;28,4;57;11,6;;;;;;;;;
03/09/2023;2000 UTC;0;1025,9;28,1;28,8;28;59;11,6;;;;;;;;;
03/09/2023;2100 UTC;0;298;26,4;28,1;26,4;67;8,6;;;;;;;;;
03/09/2023;2200 UTC;0;0,4;25;26,3;24,9;73;4,4;;;;;;;;;
03/09/2023;2300 UTC;0;;24,1;25;24;78;2,3;;;;;;;;;
04/09/2023;0000 UTC;0;;23,7;24,3;23,7;81;3;;;;;;;;;
04/09/2023;0100 UTC;0;;23,1;23,7;23,1;82;3,2;;;;;;;;;
04/09/2023;0200 UTC;0;;22,7;23,1;22,7;82;3,1;;;;;;;;;
04/09/2023;0300 UTC;0;;22,5;22,8;22,3;79;3,5;;;;;;;;;
04/09/2023;0400 UTC;0;;21,8;22,5;21,7;80;2,8;;;;;;;;;
04/09/2023;0500 UTC;0;;21,5;21,9;21,4;81;2,3;;;;;;;;;
04/09/2023;0600 UTC;0;;21,1;22;21,1;85;2,9;;;;;;;;;
04/09/2023;0700 UTC;0;;21,7;21,7;20,8;83;2,4;;;;;;;;;
04/09/2023;0800 UTC;0;;22,6;22,8;21,6;76;6,5;;;;;;;;;
04/09/2023;0900 UTC;0;;22,7;23;22,4;77;7,5;;;;;;;;;
04/09/2023;1000 UTC;0;22,9;22,3;22,7;22,1;79;7,8;;;;;;;;;
04/09/2023;1100 UTC;0;350,5;23;23;22,2;76;9,2;;;;;;;;;
04/09/2023;1200 UTC;0;1118,8;24,9;24,9;23;66;8,8;;;;;;;;;
04/09/2023;1300 UTC;0;1841,8;26,6;26,8;24,9;64;12,4;;;;;;;;;
04/09/2023;1400 UTC;0;2423,6;27,7;27,9;26,4;59;12,4;;;;;;;;;
04/09/2023;1500 UTC;0;2739,3;28,6;28,8;27,7;57;12,3;;;;;;;;;
04/09/2023;1600 UTC;0;2560;29,3;30,1;28,5;55;13,4;;;;;;;;;
04/09/2023;1700 UTC;0;2084,3;28,9;30,1;28,6;53;15,1;;;;;;;;;
04/09/2023;1800 UTC;0;1392,7;29;29,4;28,5;53;15,1;;;;;;;;;
04/09/2023;1900 UTC;0;1008;27,9;29,3;27,9;56;14,5;;;;;;;;;
04/09/2023;2000 UTC;0;250;26,7;27,9;26,6;62;12;;;;;;;;;
04/09/2023;2100 UTC;0;63,8;26;26,7;26;67;9;;;;;;;;;
04/09/2023;2200 UTC;0;;25,8;26;25,7;65;11,7;;;;;;;;;
04/09/2023;2300 UTC;6,6;6,1;18,8;25,8;18,8;95;25,2;;;;;;;;;
05/09/2023;0000 UTC;5;;19,7;19,9;18,7;94;13,9;;;;;;;;;
05/09/2023;0100 UTC;1;;19,8;20,1;19,6;93;10;;;;;;;;;
05/09/2023;0200 UTC;0,2;0,3;20,3;20,4;19,8;90;14;;;;;;;;;
05/09/2023;0300 UTC;0;;20,2;20,4;20,2;89;14,2;;;;;;;;;
05/09/2023;0400 UTC;0;;19,8;20,3;19,8;87;12,5;;;;;;;;;
05/09/2023;0500 UTC;0;;19,1;19,9;19,1;85;12,5;;;;;;;;;
05/09/2023;0600 UTC;0;;18,2;19,1;18,2;85;10,9;;;;;;;;;
05/09/2023;0700 UTC;0;;17,4;18,2;17,4;85;10;;;;;;;;;
05/09/2023;0800 UTC;0;;16,5;17,4;16,5;86;9;;;;;;;;;
05/09/2023;0900 UTC;0;;16;16,5;16;83;8,7;;;;;;;;;
05/09/2023;1000 UTC;0;14,2;15,6;16;15,6;83;8,7;;;;;;;;;
05/09/2023;1100 UTC;0;242,2;15,9;15,9;15,4;83;7,4;;;;;;;;;
05/09/2023;1200 UTC;0;890,1;17,2;17,2;15,9;78;5,2;;;;;;;;;
05/09/2023;1300 UTC;0;1719,6;19,7;19,7;16,8;69;5,2;;;;;;;;;
05/09/2023;1400 UTC;0,2;2348,1;19,6;20,2;19,1;67;4,9;;;;;;;;;
05/09/2023;1500 UTC;0;2363,6;20,3;21,2;19,5;70;7,7;;;;;;;;;
05/09/2023;1600 UTC;0;1849,1;19,1;20,4;18,9;74;8;;;;;;;;;
05/09/2023;1700 UTC;0;2389;19;19,8;18,7;73;8,3;;;;;;;;;
05/09/2023;1800 UTC;0;1751,5;18,2;19,7;17,8;74;8,8;;;;;;;;;
05/09/2023;1900 UTC;0;1263,4;17,4;18,3;16,9;76;8,2;;;;;;;;;
05/09/2023;2000 UTC;0;548,4;15,2;17,4;14,9;85;8,2;;;;;;;;;
05/09/2023;2100 UTC;0;66,4;13,8;15,2;13,8;87;7,8;;;;;;;;;
05/09/2023;2200 UTC;0;3,3;12,9;13,9;12,7;87;9,5;;;;;;;;;
05/09/2023;2300 UTC;0;;12,7;12,9;12,7;87;9;;;;;;;;;
06/09/2023;0000 UTC;0;;12,5;12,7;12,5;88;8,7;;;;;;;;;
06/09/2023;0100 UTC;0;;12,4;12,7;12,4;87;8,8;;;;;;;;;
06/09/2023;0200 UTC;0;;12,2;12,5;12,2;86;8,8;;;;;;;;;
06/09/2023;0300 UTC;0;;12,1;12,2;12,1;86;7,8;;;;;;;;;
06/09/2023;0400 UTC;0;;11,6;12,2;11,6;86;7,1;;;;;;;;;
06/09/2023;0500 UTC;0;;11,8;11,9;11,5;88;4,9;;;;;;;;;
06/09/2023;0600 UTC;0;;12;12;11,8;91;5;;;;;;;;;
06/09/2023;0700 UTC;0;;11,9;12,1;11,8;92;5,4;;;;;;;;;
06/09/2023;0800 UTC;0;;12,2;12,2;11,9;89;4,8;;;;;;;;;
06/09/2023;0900 UTC;0;;12,3;12,3;12;90;4,4;;;;;;;;;
06/09/2023;1000 UTC;0;20,9;12,3;12,4;12,1;90;4,3;;;;;;;;;
06/09/2023;1100 UTC;0;153,6;12,9;12,9;12,3;90;5,4;;;;;;;;;
06/09/2023;1200 UTC;0;262,3;13,3;13,3;12,9;89;6,9;;;;;;;;;
06/09/2023;1300 UTC;0;632,4;14;14,5;13,3;86;6,6;;;;;;;;;
06/09/2023;1400 UTC;0;823,7;14,7;15,3;13,7;82;7,5;;;;;;;;;
06/09/2023;1500 UTC;0;900,3;15,1;15,2;14,4;82;7,6;;;;;;;;;
06/09/2023;1600 UTC;0;1661,6;16,2;16,4;14,8;79;9,7;;;;;;;;;
06/09/2023;1700 UTC;0;1397;15,8;16,4;15,3;79;9,3;;;;;;;;;
06/09/2023;1800 UTC;0;950,7;15,4;16,2;15;80;9,3;;;;;;;;;
06/09/2023;1900 UTC;0;602;14,7;15,5;14,5;84;9,9;;;;;;;;;
06/09/2023;2000 UTC;0;169;13,9;14,7;13,9;86;8,3;;;;;;;;;
06/09/2023;2100 UTC;0;58,8;13,6;14,1;13,6;89;7,6;;;;;;;;;
06/09/2023;2200 UTC;0;;13,2;13,6;13,2;90;7,8;;;;;;;;;
06/09/2023;2300 UTC;0;;13,3;13,4;13,1;90;7,8;;;;;;;;;
07/09/2023;0000 UTC;0;;13,3;13,5;13,2;91;7,7;;;;;;;;;
07/09/2023;0100 UTC;0;;13,1;13,3;13;93;7,6;;;;;;;;;
07/09/2023;0200 UTC;0;;13,4;13,4;13;93;6,9;;;;;;;;;
07/09/2023;0300 UTC;0;;13,4;13,5;13,2;94;9;;;;;;;;;
07/09/2023;0400 UTC;0;;13,1;13,4;13;97;8,4;;;;;;;;;
07/09/2023;0500 UTC;0;;13,1;13,2;13;96;8,4;;;;;;;;;
07/09/2023;0600 UTC;0;;13,1;13,2;13,1;94;9,4;;;;;;;;;
07/09/2023;0700 UTC;0;;12,8;13,1;12,8;96;8;;;;;;;;;
07/09/2023;0800 UTC;0,2;;13;13;12,8;97;7,6;;;;;;;;;
07/09/2023;0900 UTC;0;;13,2;13,2;12,9;96;6,2;;;;;;;;;
07/09/2023;1000 UTC;0;13,8;13,2;13,3;13,1;93;6,8;;;;;;;;;
07/09/2023;1100 UTC;0;295,9;14,1;14,1;13,2;89;7,7;;;;;;;;;
07/09/2023;1200 UTC;0;783;14,9;14,9;14,1;84;7,7;;;;;;;;;
07/09/2023;1300 UTC;0;654,1;15,3;15,3;14,7;85;7,1;;;;;;;;;
07/09/2023;1400 UTC;0;988,2;16,2;16,5;15,3;82;7,3;;;;;;;;;
07/09/2023;1500 UTC;0;921;16,5;16,6;15,8;83;7;;;;;;;;;
07/09/2023;1600 UTC;0;1132,4;17,5;17,5;16,3;80;6,6;;;;;;;;;
07/09/2023;1700 UTC;0;809,3;16,8;17,5;16,5;84;6,1;;;;;;;;;
07/09/2023;1800 UTC;0;601,1;16,8;17,2;16,7;85;6;;;;;;;;;
07/09/2023;1900 UTC;0;325,5;16,1;17;16;88;5,8;;;;;;;;;
07/09/2023;2000 UTC;0;228,2;16,1;16,6;16,1;87;6,1;;;;;;;;;
07/09/2023;2100 UTC;0;69,7;15,9;16,4;15,9;88;5,4;;;;;;;;;
07/09/2023;2200 UTC;0;2,1;15,4;16;15,4;91;5,5;;;;;;;;;
07/09/2023;2300 UTC;0;;15;15,5;14,9;93;7,3;;;;;;;;;
08/09/2023;0000 UTC;0;;15,1;15,1;15;93;5,5;;;;;;;;;
08/09/2023;0100 UTC;0;;14,9;15,1;14,9;92;5,1;;;;;;;;;
08/09/2023;0200 UTC;0;;14,7;14,9;14,7;94;6,4;;;;;;;;;
08/09/2023;0300 UTC;0;;14,5;14,7;14,5;95;6,6;;;;;;;;;
08/09/2023;0400 UTC;0;;14,4;14,5;14,3;97;7,4;;;;;;;;;
08/09/2023;0500 UTC;0;;14,5;14,5;14,4;97;6,7;;;;;;;;;
08/09/2023;0600 UTC;0;;14,4;14,6;14,4;96;4,7;;;;;;;;;
08/09/2023;0700 UTC;0;;14,4;14,4;14,3;97;4,1;;;;;;;;;
08/09/2023;0800 UTC;0;;14,2;14,4;14,2;98;4,1;;;;;;;;;
08/09/2023;0900 UTC;0;;14,3;14,3;14,2;98;3,9;;;;;;;;;
08/09/2023;1000 UTC;0;49,4;14,5;14,5;14,3;98;3;;;;;;;;;
08/09/2023;1100 UTC;0;406,8;16,3;16,3;14,5;91;2;;;;;;;;;
08/09/2023;1200 UTC;0;903,9;18,1;18,1;16,3;81;2,1;;;;;;;;;
08/09/2023;1300 UTC;0;1243,6;21;21;18,1;68;2;;;;;;;;;
08/09/2023;1400 UTC;0;1799,5;22,4;22,4;21;59;6,7;;;;;;;;;
08/09/2023;1500 UTC;0;2131,6;22,2;22,8;21,5;61;8,7;;;;;;;;;
08/09/2023;1600 UTC;0;1805,4;20,8;22,7;20,4;70;9;;;;;;;;;
08/09/2023;1700 UTC;0;1649,4;22,2;22,5;20,4;61;7,6;;;;;;;;;
08/09/2023;1800 UTC;0;821,3;21,4;22,2;21,1;67;8,1;;;;;;;;;
08/09/2023;1900 UTC;0;277,3;20,6;21,5;20,6;62;7,8;;;;;;;;;
08/09/2023;2000 UTC;0;141,2;19,5;20,6;19,5;62;8,5;;;;;;;;;
08/09/2023;2100 UTC;0;70,3;18,6;19,5;18,6;62;6,6;;;;;;;;;
08/09/2023;2200 UTC;0;0,2;17,6;18,6;17,6;70;6,2;;;;;;;;;
08/09/2023;2300 UTC;0,2;;16,4;17,7;16,4;83;3,8;;;;;;;;;
09/09/2023;0000 UTC;0,6;;15,5;16,9;15,4;89;3,3;;;;;;;;;
09/09/2023;0100 UTC;0;;15,7;15,7;15,4;87;3,8;;;;;;;;;
09/09/2023;0200 UTC;0;;16,5;16,6;15,7;85;5,6;;;;;;;;;
09/09/2023;0300 UTC;0,2;;16,7;16,8;16,5;84;5,9;;;;;;;;;
09/09/2023;0400 UTC;0,2;;17,3;17,3;16,6;79;10,5;;;;;;;;;
09/09/2023;0500 UTC;0;;16,9;17,6;16,6;82;14;;;;;;;;;
09/09/2023;0600 UTC;0,2;;16;16,9;15,9;90;10;;;;;;;;;
09/09/2023;0700 UTC;0,2;;15,6;16,1;15,6;93;7,3;;;;;;;;;
09/09/2023;0800 UTC;0,6;;16,3;16,3;15,6;91;8,1;;;;;;;;;
09/09/2023;0900 UTC;0;;18,1;18,1;16,3;78;7,1;;;;;;;;;
09/09/2023;1000 UTC;0;30,3;16,7;18,1;16,7;89;7,6;;;;;;;;;
09/09/2023;1100 UTC;0;270,7;17;17;16,5;89;5,5;;;;;;;;;
09/09/2023;1200 UTC;0;401,9;17,8;17,8;17;85;3,3;;;;;;;;;
